Phone Number,Order ID,Order Date,Payment Method,SKU Code,SKU Name,SKU Category,SKU Price,Qty Sold,Net Value,Channel,Store,Profit
87882246476,6C6336130931,6/12/2025,QRIS,10602600000000,BISKIES SANDWICH CRACKERS CHEESE 96GR,MAKANAN & MINUMAN OLAHAN,8500,5,42500,Tokopedia,BOGOR,12657.7
85798171425,6C5390098598,1/18/2025,Debit Card,10100100000000,BEEF TULANG LEHER SAPI SUPER 1KG,DAGING,69000,2.39,164910,Gojek,KRANGGAN,30711.5
85798171425,6C5390098598,1/18/2025,Debit Card,10300700000000,SWJ PAKET SAYUR LODEH EKONOMIS,MAKANAN & MINUMAN OLAHAN,10000,1,10000,Gojek,KRANGGAN,2000
85798171425,6C5390098598,1/18/2025,Debit Card,10602600000000,RUMUT NORI BALADO 10GR,MAKANAN & MINUMAN OLAHAN,8000,3,24000,Gojek,KRANGGAN,7421.04
85798171425,6C5390098598,1/18/2025,Debit Card,10603800000000,ROYCO BUMBU RENDANG 40GR,DAGING,7000,0.9,6300,Gojek,KRANGGAN,2043
81356543832,6C2949905845,3/30/2025,Voucher,10601700000000,DELMONTE EXTRA HOT POUCH 200GR,MAKANAN & MINUMAN OLAHAN,7500,1,7500,Offline,TEBET,2379.87
81356543832,6C2949905845,3/30/2025,Voucher,11206600000000,AICE COOKIES CHOCO MAX CONE 110ML,MAKANAN & MINUMAN OLAHAN,10000,2,20000,Offline,TEBET,5585.58
81329126402,6C4823454434,8/13/2025,Cash,10601400000000,YEOS GRASS JELLY DRINK 300ML,MAKANAN & MINUMAN OLAHAN,7500,4,30000,Offline,JATI RAWAMANGUN,10180.16
81329126402,6C4823454434,8/13/2025,Cash,10100100000000,DAGING RENDANG FRESH MEMBER KG,DAGING,110000,2.88,316800,Offline,JATI RAWAMANGUN,34560
81373853524,6C2782848548,6/6/2025,Cash,10501100000000,SARI ROTI ISI KEJU 70GR,MAKANAN & MINUMAN OLAHAN,7000,3,21000,Tokopedia,KRANGGAN,3972.96
81373853524,6C2782848548,6/6/2025,Cash,10602100000000,CIMORY UHT MILK STRAWBERRY 125ML,MAKANAN & MINUMAN OLAHAN,3500,3,10500,Tokopedia,KRANGGAN,3474
85755386831,6C9858645965,1/7/2025,Cash,10601700000000,KIKKOMAN GARLIC TERIYAKI SAUCE 300GR,MAKANAN & MINUMAN OLAHAN,25000,4,100000,WA,GDC DEPOK,36400
85755386831,6C9858645965,1/7/2025,Cash,10601400000000,DILMAH JASMINE 20S,MAKANAN & MINUMAN OLAHAN,50500,4,202000,WA,GDC DEPOK,42000
85755386831,6C9858645965,1/7/2025,Cash,10603500000000,REN ANGEL KASTENGEL,MAKANAN & MINUMAN OLAHAN,83500,2,167000,WA,GDC DEPOK,17000
85755386831,6C9858645965,1/7/2025,Cash,10601800000000,PESISIR BUMBU WOKU 100 GR,BUMBU & KONDIMEN,21300,2,42600,WA,GDC DEPOK,12000
87895733146,6C3486336579,6/2/2025,Cash,10300700000000,SWJ TERONG LALAP 300GR,MAKANAN & MINUMAN OLAHAN,7452,2,14904,Offline,KEMANG,904
87895733146,6C3486336579,6/2/2025,Cash,10602500000000,TDN BERAS 2KG,MAKANAN & MINUMAN OLAHAN,29200,3,87600,Offline,KEMANG,7200
87895733146,6C3486336579,6/2/2025,Cash,10501200000000,PANDAFIO RUJAK CIRENG,MAKANAN & MINUMAN OLAHAN,20500,5,102500,Offline,KEMANG,27500
87895733146,6C3486336579,6/2/2025,Cash,10300700000000,WORTEL TRADE,MAKANAN & MINUMAN OLAHAN,8000,1,8000,Offline,KEMANG,1000
82148707126,6C8484279341,9/4/2025,Debit Card,10603800000000,ADABI PERENCAH NASI GORENG BOX 120GR,MAKANAN & MINUMAN OLAHAN,13600,4,54400,Shopee,SOREANG BANDUNG,14760.36
82148707126,6C8484279341,9/4/2025,Debit Card,10501200000000,BENING ROW ROLL,MAKANAN & MINUMAN OLAHAN,32500,3,97500,Shopee,SOREANG BANDUNG,30000
82148707126,6C8484279341,9/4/2025,Debit Card,10300700000000,PAKCOY TRADE,MAKANAN & MINUMAN OLAHAN,7000,5,35000,Shopee,SOREANG BANDUNG,5000
82148707126,6C8484279341,9/4/2025,Debit Card,10501200000000,WEI WANG MINI PAO CHOCO,MAKANAN & MINUMAN OLAHAN,40000,3,120000,Shopee,SOREANG BANDUNG,39750
87828487620,6C3946620450,5/25/2025,QRIS,10602600000000,SUKRO KEDELE 95GR,MAKANAN & MINUMAN OLAHAN,9800,4,39200,Tokopedia,TEBET,11452.24
87828487620,6C3946620450,5/25/2025,QRIS,10602600000000,TARO NET POTATO BARBEQUE 62GR,MAKANAN & MINUMAN OLAHAN,8500,4,34000,Tokopedia,TEBET,9614.4
85729276023,6C3563501617,5/13/2025,Debit Card,11506400000000,ULB NILA MERAH MARINASI,MAKANAN & MINUMAN OLAHAN,44160,4,176640,Offline,KRANGGAN,29440
85729276023,6C3563501617,5/13/2025,Debit Card,10602600000000,SI CEMPLON KENTANG SEAFOOD PANGGANG,IKAN & HASIL LAUT,25500,1.12,28560,Offline,KRANGGAN,6160
85729276023,6C3563501617,5/13/2025,Debit Card,10100100000000,BEEF URAT MAYANG 500GR,DAGING,32000,1.15,36800,Offline,KRANGGAN,6697.02
85729276023,6C3563501617,5/13/2025,Debit Card,10501200000000,FURA SALMON NUGGET 500GR,IKAN & HASIL LAUT,42900,4.01,172029,Offline,KRANGGAN,38362.35
81339853466,6C6945613339,3/11/2025,Cash,10602400000000,BUAVITA ORANGE 250ML,MAKANAN & MINUMAN OLAHAN,9300,3,27900,Tokopedia,KRANJI,7824.33
82160236860,6C3355179065,1/25/2025,Voucher,10605300000000,PAMMA KEJU TABUR NORI 30GR,MAKANAN & MINUMAN OLAHAN,17900,2,35800,Tokopedia,KEMANG,7800
82160236860,6C3355179065,1/25/2025,Voucher,10601400000000,DALES ESTATE JAVA BREAKFAST 25PCS,MAKANAN & MINUMAN OLAHAN,27000,1,27000,Tokopedia,KEMANG,7000
82160236860,6C3355179065,1/25/2025,Voucher,10501100000000,GREENFIELDS YOGURT DRINK MANGO 250ML,MAKANAN & MINUMAN OLAHAN,9200,1,9200,Tokopedia,KEMANG,2210
82117001792,6C1620113353,11/28/2025,QRIS,10602200000000,SEDAAP MIE KARI AYAM 72GR,AYAM & TELUR,3100,3.76,11656,Shopee,SOREANG BANDUNG,2477.88
85733493365,6C5449886241,4/20/2025,Debit Card,10602500000000,AN DONG SETRA RAMOS 2.5KG,MAKANAN & MINUMAN OLAHAN,37500,3,112500,WA,JATI RAWAMANGUN,1500
85733493365,6C5449886241,4/20/2025,Debit Card,10501100000000,CIMORY YOGHURT STICK ORIGINAL 40GR,MAKANAN & MINUMAN OLAHAN,3500,4,14000,WA,JATI RAWAMANGUN,5352
87824769094,6C7121518208,7/26/2025,Cash,10602100000000,FRISIAN FLAG STRAWBERRY 225ML,MAKANAN & MINUMAN OLAHAN,6500,1,6500,Gojek,KEMANG,1605
87824769094,6C7121518208,7/26/2025,Cash,10601300000000,BOGASARI TEPUNG TERIGU KUNCI BIRU 1 KG,MAKANAN & MINUMAN OLAHAN,12900,1,12900,Gojek,KEMANG,2622.22
87824769094,6C7121518208,7/26/2025,Cash,10601700000000,GURIH YA CHEDDAR MASHED POTATO 50GR,MAKANAN & MINUMAN OLAHAN,22900,3,68700,Gojek,KEMANG,9000
81289427500,6C5026090917,12/19/2025,Cash,10501100000000,DIAMOND CHEESE CHEDDAR 180GR,MAKANAN & MINUMAN OLAHAN,26000,2,52000,Tokopedia,BOGOR,12116.66
85772339712,6C1577235327,5/1/2025,Debit Card,10100200000000,CHICKEN SAIKORO 250GR,AYAM & TELUR,20000,3.21,64200,WA,BOGOR,6420
85772339712,6C1577235327,5/1/2025,Debit Card,10601800000000,PRIMA AGUNG SAUS SPAGHETI 250GR,BUMBU & KONDIMEN,11500,1,11500,WA,BOGOR,2982
85714604157,6C5131421860,8/11/2025,Voucher,10300700000000,SFI ROSEMARY 85GR,MAKANAN & MINUMAN OLAHAN,12900,4,51600,Tokopedia,CIKAMPEK,11600
85714604157,6C5131421860,8/11/2025,Voucher,10501200000000,LAUKITA LIDAH CABE IJO 175 GR,MAKANAN & MINUMAN OLAHAN,69000,5,345000,Tokopedia,CIKAMPEK,75909.9
82121454804,6C8588931438,2/25/2025,Voucher,10100100000000,BEEF LIDAH SLICE 500GR,DAGING,68000,1,68000,Offline,KRANGGAN,16970
82121454804,6C8588931438,2/25/2025,Voucher,10300700000000,SWJ JAMUR SHIMEJI COKLAT 150GR,MAKANAN & MINUMAN OLAHAN,17500,4,70000,Offline,KRANGGAN,4000
81126089214,6C3809285276,3/16/2025,QRIS,10300700000000,DF JERUK LIMO 250GR,MAKANAN & MINUMAN OLAHAN,17300,1,17300,Offline,JATI RAWAMANGUN,1300
82161374406,6C6882203029,11/20/2025,Debit Card,10200400000000,ULB SAYAP AYAM,AYAM & TELUR,39000,4.34,169260,Shopee,GDC DEPOK,25389
82161374406,6C6882203029,11/20/2025,Debit Card,10601800000000,PRIMA AGUNG SAUS SPAGHETI 250GR,BUMBU & KONDIMEN,11500,3,34500,Shopee,GDC DEPOK,8946
82161374406,6C6882203029,11/20/2025,Debit Card,10501200000000,AZ ZIKRA ROTI BURGER ORIGINAL,MAKANAN & MINUMAN OLAHAN,20000,5,100000,Shopee,GDC DEPOK,22500
82161374406,6C6882203029,11/20/2025,Debit Card,10100100000000,DAGING KERBAU STANDART 1KG,DAGING,73000,4.95,361350,Shopee,GDC DEPOK,4950
81184133567,6C6669075658,6/15/2025,Cash,10601400000000,POCI TEH SUPERIOR KUNING 40GR,MAKANAN & MINUMAN OLAHAN,4500,3,13500,Shopee,KEMANG,4581.09
81184133567,6C6669075658,6/15/2025,Cash,10100100000000,BEEF ULB DAGING RANTUNAN,DAGING,90000,4.26,383400,Shopee,KEMANG,26838
87851631333,6C7537172884,1/13/2025,Voucher,10501200000000,FIESTA CHICKEN NUGGET 400GR,AYAM & TELUR,48900,1.01,49389,Tokopedia,KRANJI,14789.67
87851631333,6C7537172884,1/13/2025,Voucher,10602600000000,LMEN PROTEIN BAR CHOCOLATE 22GR,MAKANAN & MINUMAN OLAHAN,12800,3,38400,Tokopedia,KRANJI,10899.99
81372999705,6C1443829457,5/31/2025,Debit Card,10602600000000,DELFI WAFER BRIKO CHOCOLATE 145GR,MAKANAN & MINUMAN OLAHAN,16500,4,66000,Gojek,BOGOR,23720
81372999705,6C1443829457,5/31/2025,Debit Card,10501200000000,RISOLLAKU AYAM 500GR,AYAM & TELUR,35000,1.71,59850,Gojek,BOGOR,15390
81372999705,6C1443829457,5/31/2025,Debit Card,11201200000000,GOURMET MASTER CHICKEN POK POK 250GR,AYAM & TELUR,28000,1.74,48720,Gojek,BOGOR,20276.22
81372999705,6C1443829457,5/31/2025,Debit Card,10601700000000,KIKKOMAN BBQ SAUCE 300GR,MAKANAN & MINUMAN OLAHAN,26500,1,26500,Gojek,BOGOR,6900
85789637557,6C5348212318,1/27/2025,Voucher,11506400000000,TENGGIRI STEAK BELAH 1KG,MAKANAN & MINUMAN OLAHAN,69900,2,139800,Gojek,SOREANG BANDUNG,59800
85789637557,6C5348212318,1/27/2025,Voucher,10601800000000,DESAKU BUBUK KARI 30X4GR,MAKANAN & MINUMAN OLAHAN,2500,1,2500,Gojek,SOREANG BANDUNG,295
81220144301,6C7050601133,2/7/2025,Cash,10607800000000,SUMOBI POPCORN BBQ DELIGHT 45GR,MAKANAN & MINUMAN OLAHAN,11900,2,23800,Tokopedia,TEBET,5800
87850966674,6C1789472885,7/21/2025,Cash,10602400000000,SPRITE CAN 250ML,MAKANAN & MINUMAN OLAHAN,6000,4,24000,Tokopedia,GDC DEPOK,7250.76
81365653207,6C7742275537,1/17/2025,Debit Card,10300700000000,SWJ KACANG MERAH 200GR,MAKANAN & MINUMAN OLAHAN,16000,3,48000,Shopee,TEBET,3000
81365653207,6C7742275537,1/17/2025,Debit Card,11506400000000,ULB GURAME,MAKANAN & MINUMAN OLAHAN,33200,3,99600,Shopee,TEBET,16800
81365653207,6C7742275537,1/17/2025,Debit Card,10501200000000,BERNARDI SMOKED BEEF ROUND 250GR,DAGING,67900,1.14,77406,Shopee,TEBET,21888
81365653207,6C7742275537,1/17/2025,Debit Card,10601800000000,IRHAMNI BUBUK KARI 50GR,MAKANAN & MINUMAN OLAHAN,11400,3,34200,Shopee,TEBET,6480
87827270454,6C8243385252,11/21/2025,QRIS,10501200000000,CHICKO SOSIS SAPI BRATWURST MINI 500GR,PRODUK OLAHAN BEKU,47800,3,143400,WA,GDC DEPOK,53129.73
87827270454,6C8243385252,11/21/2025,QRIS,10501200000000,EDO PIZZA BASE 120GR,MAKANAN & MINUMAN OLAHAN,14000,2,28000,WA,GDC DEPOK,8000
82180324799,6C5831903234,7/18/2025,Debit Card,10607800000000,CHO JOY REG 2 KARAKTER 20GR,MAKANAN & MINUMAN OLAHAN,10500,5,52500,Offline,BOGOR,18040.55
85767306415,6C5754223209,5/4/2025,Debit Card,10602400000000,BAKOEL JADOEL KUNYIT ASAM 250ML,MAKANAN & MINUMAN OLAHAN,18500,1,18500,Shopee,KEMANG,3500
85767306415,6C5754223209,5/4/2025,Debit Card,10501200000000,RISBUN RAGUT DAGING,DAGING,17000,0.91,15470,Shopee,KEMANG,3640
85772248957,6C6221023400,3/10/2025,Cash,10200400000000,SAYAP TULIP FRESH MEMBER KG,MAKANAN & MINUMAN OLAHAN,62900,4,251600,Offline,KRANJI,12000
81395029740,6C1486554622,7/19/2025,QRIS,10602400000000,ABC SPECIAL GRADE COCOPANDAN 460ML,MAKANAN & MINUMAN OLAHAN,28900,5,144500,Tokopedia,GDC DEPOK,27909.9
81395029740,6C1486554622,7/19/2025,QRIS,10602400000000,JUNGLE JELLY APPLE 100ML,MAKANAN & MINUMAN OLAHAN,5500,4,22000,Tokopedia,GDC DEPOK,6141.32
82159361652,6C8621492432,6/12/2025,Cash,10601800000000,IRHAMNI BAY LEAVES 6GR,MAKANAN & MINUMAN OLAHAN,11100,1,11100,WA,GDC DEPOK,2157
81157068810,6C3474088919,6/19/2025,Debit Card,10601400000000,NUTRISARI BLEWAH 10X11GR,MAKANAN & MINUMAN OLAHAN,14900,4,59600,Offline,BOGOR,16600
81319992045,6C7056696201,6/10/2025,Voucher,10604300000000,YOUVIT MULTIVITAMIN KIDS 28GR,MAKANAN & MINUMAN OLAHAN,19900,3,59700,WA,KRANGGAN,19362
81319992045,6C7056696201,6/10/2025,Voucher,11205200000000,AZAKI MENDOAN PLUS TEPUNG 3S,MAKANAN & MINUMAN OLAHAN,6500,4,26000,WA,KRANGGAN,5200
81319992045,6C7056696201,6/10/2025,Voucher,10300700000000,SWJ SEREH 200GR,MAKANAN & MINUMAN OLAHAN,5300,1,5300,WA,KRANGGAN,300
87847222669,6C4491166782,8/29/2025,Voucher,10607300000000,SARI ROTI WAFFEL ORIGINAL,MAKANAN & MINUMAN OLAHAN,5000,1,5000,WA,KEMANG,945.95
87847222669,6C4491166782,8/29/2025,Voucher,10602600000000,LOLITA MIE JEBEW,MAKANAN & MINUMAN OLAHAN,18500,1,18500,WA,KEMANG,6000
81391331184,6C2575442468,8/19/2025,Cash,10601400000000,NESCAFE ALACAFE GULA AREN 220ML,MAKANAN & MINUMAN OLAHAN,8300,5,41500,Shopee,JATI RAWAMANGUN,12220.7
81391331184,6C2575442468,8/19/2025,Cash,10601800000000,IRHAMNI ROSEMARY 25GR,MAKANAN & MINUMAN OLAHAN,14800,3,44400,Shopee,JATI RAWAMANGUN,8511
81123289600,6C6473298113,4/29/2025,Debit Card,10607300000000,SELERA ROTI TAWAR KECIL,MAKANAN & MINUMAN OLAHAN,8900,5,44500,WA,CIKAMPEK,4500
82161832446,6C2973719853,5/16/2025,Debit Card,10601700000000,O MAYO SAUS MAYO PEDAS 1000GR,BUMBU & KONDIMEN,32700,5,163500,Shopee,KRANJI,46000
82161832446,6C2973719853,5/16/2025,Debit Card,10607000000000,KUWA KALDU MISO INSTAN 40GR,MAKANAN & MINUMAN OLAHAN,13900,1,13900,Shopee,KRANJI,2000
85741878463,6C6175823743,4/24/2025,Cash,10300700000000,SFI BUNCIS 240GR,MAKANAN & MINUMAN OLAHAN,9900,4,39600,WA,BOGOR,7600
81220156745,6C4841462530,6/5/2025,Voucher,10601700000000,CHILOIN CHILI OIL 120GR,MAKANAN & MINUMAN OLAHAN,25000,5,125000,Offline,TEBET,25000
81159226619,6C3686950386,1/20/2025,QRIS,10602200000000,LA FONTE FUSILLI 202 450GR,MAKANAN & MINUMAN OLAHAN,18000,5,90000,Gojek,KRANGGAN,25375
81159226619,6C3686950386,1/20/2025,QRIS,10602200000000,MUJIGAE TOPPOKI SPICY 195GR,DAGING,22800,1.03,23484,Gojek,KRANGGAN,4756.73
85773794208,6C8884380735,2/7/2025,Voucher,10100200000000,DG SLICE DADA AYAM 500 GR,DAGING,28400,3.28,93152,Shopee,TEBET,9512
85773794208,6C8884380735,2/7/2025,Voucher,10300700000000,DF LABU SIAM BABY 250GR,MAKANAN & MINUMAN OLAHAN,6500,5,32500,Shopee,TEBET,2500
85762109054,6C9748146147,10/3/2025,QRIS,10607300000000,SELERA ROTI TAWAR GANDUM MULTIGRAIN KECIL,MAKANAN & MINUMAN OLAHAN,12500,2,25000,WA,BOGOR,3000
81393200073,6C7858954220,9/5/2025,Voucher,10501200000000,CAMPINA HAPPY COW CUP 85ML,MAKANAN & MINUMAN OLAHAN,7000,1,7000,Offline,KRANJI,1594.59
81393200073,6C7858954220,9/5/2025,Voucher,10601400000000,NESCAFE ALACAFE ICE BLACK 220ML,MAKANAN & MINUMAN OLAHAN,7200,3,21600,Offline,KRANJI,6115.74
81393200073,6C7858954220,9/5/2025,Voucher,10100200000000,RIB EYE SLICE 1KG,DAGING,131900,1.16,153004,Offline,KRANJI,13509.36
81393200073,6C7858954220,9/5/2025,Voucher,10501100000000,SARI ROTI TAWAR DOUBLE SOFT 360GR,MAKANAN & MINUMAN OLAHAN,20500,3,61500,Offline,KRANJI,11635.14
81393200073,6C7858954220,9/5/2025,Voucher,10100100000000,GOURMET MASTER SHORTPLATE SLICE BULGOGI 300GR,DAGING,85000,0.98,83300,Offline,KRANJI,19154.1
85734814078,6C8847504214,12/9/2025,QRIS,10601700000000,OMAYO BARBEQUE 250GR,MAKANAN & MINUMAN OLAHAN,20000,1,20000,Gojek,GDC DEPOK,6715.3
81221836202,6C1610846181,10/22/2025,QRIS,10601800000000,TUDUNG BUMBU NASI KUNING 27GR,BUMBU & KONDIMEN,7000,4,28000,Gojek,KRANGGAN,7820
81221836202,6C1610846181,10/22/2025,QRIS,10602100000000,CIMORY UHT CHOCO MINT 250ML,MAKANAN & MINUMAN OLAHAN,6800,1,6800,Gojek,KRANGGAN,1485
81221836202,6C1610846181,10/22/2025,QRIS,10300700000000,SWJ PAPRIKA MERAH 1PCS,MAKANAN & MINUMAN OLAHAN,21900,1,21900,Gojek,KRANGGAN,1900
81221836202,6C1610846181,10/22/2025,QRIS,10501200000000,NAZREEN FOOD TORTILLA,MAKANAN & MINUMAN OLAHAN,17800,1,17800,Gojek,KRANGGAN,4800
85735017427,6C7784318070,10/21/2025,Debit Card,10602600000000,GERY SALUUT MALKIST CHOCOLATE 105GR,MAKANAN & MINUMAN OLAHAN,8200,3,24600,Offline,GDC DEPOK,7789.2
81133622408,6C6578981172,11/18/2025,Debit Card,10607300000000,PRENDJAK TEH CELUP HIJAU 50GR,MAKANAN & MINUMAN OLAHAN,12500,5,62500,Shopee,KRANGGAN,16779.3
81357052207,6C6459220772,9/10/2025,QRIS,10501100000000,5DAYS CHOCOLATE,MAKANAN & MINUMAN OLAHAN,7300,3,21900,Tokopedia,KRANGGAN,7462.5
81357052207,6C6459220772,9/10/2025,QRIS,10501200000000,CAMPINA HAPPY COW CUP 85ML,MAKANAN & MINUMAN OLAHAN,7000,2,14000,Tokopedia,KRANGGAN,3189.18
82118613357,6C2489120033,11/11/2025,Voucher,10607800000000,KAFFA KERIPIK CIRENG ORIGINAL 150GR,MAKANAN & MINUMAN OLAHAN,16300,5,81500,Gojek,CIKAMPEK,26500
82118613357,6C2489120033,11/11/2025,Voucher,10601400000000,DILMAH TEABAG EARL GREY 20PC,MAKANAN & MINUMAN OLAHAN,88600,5,443000,Gojek,CIKAMPEK,93000
81352356121,6C4651473045,12/11/2025,Debit Card,10601800000000,LADA HITAM TRADE KG,MAKANAN & MINUMAN OLAHAN,200000,3,600000,WA,TEBET,105752.7
81177058072,6C8117253993,10/27/2025,Cash,10501200000000,GOURMET MASTER NUGGET PREMIUM 500G,PRODUK OLAHAN BEKU,36000,5,180000,Shopee,KRANGGAN,35855
81395523630,6C9393808895,7/17/2025,Debit Card,10602100000000,DIAMOND JUICE UHT APPLE 200ML,MAKANAN & MINUMAN OLAHAN,8000,1,8000,WA,CIKAMPEK,3143.75
81374311764,6C3401832510,7/10/2025,QRIS,10100100000000,DAGING RENDANG FRESH MEMBER KG,DAGING,110000,0.72,79200,Offline,KEMANG,8640
81374311764,6C3401832510,7/10/2025,QRIS,10501200000000,DIVA ROTI GORENG CHOCOLATE KEJU,MAKANAN & MINUMAN OLAHAN,32200,3,96600,Offline,KEMANG,29100
81374311764,6C3401832510,7/10/2025,QRIS,10100100000000,ULB BEEF BABAT LOKAL PUTIH,DAGING,70000,2.42,169400,Offline,KEMANG,24200
81123363264,6C1569689598,12/17/2025,QRIS,10300700000000,YF PARSLEY 250GR,MAKANAN & MINUMAN OLAHAN,15300,5,76500,Offline,KRANGGAN,4000
82119585903,6C6361571851,7/21/2025,QRIS,10601800000000,DE MADERAAS MEAT CURRY POWDER 200GR,DAGING,36800,2,73600,Tokopedia,TEBET,17382
82119585903,6C6361571851,7/21/2025,QRIS,10100100000000,DAGING SHANKLE 500GR,DAGING,54500,3.64,198380,Tokopedia,TEBET,26535.6
81317531693,6C5513056498,12/5/2025,QRIS,10200400000000,BRASIL ES STIK SARI BUAH,MAKANAN & MINUMAN OLAHAN,1500,2,3000,Tokopedia,KRANGGAN,750
81317531693,6C5513056498,12/5/2025,QRIS,10601800000000,IRHAMNI MIXED HERBS 15GR,MAKANAN & MINUMAN OLAHAN,12800,4,51200,Tokopedia,KRANGGAN,9684
81317531693,6C5513056498,12/5/2025,QRIS,10300600000000,PISANG LAMPUNG KECIL,MAKANAN & MINUMAN OLAHAN,3000,4,12000,Tokopedia,KRANGGAN,4000
85797790714,6C2529538670,10/5/2025,Debit Card,10100300000000,LAMB TULANG IGA SUPER KAMBING 1KG,DAGING,88000,3.97,349360,Offline,SOREANG BANDUNG,45655
85797790714,6C2529538670,10/5/2025,Debit Card,11506400000000,CEDEA SALMON BALL 200GR,IKAN & HASIL LAUT,16900,4.48,75712,Offline,SOREANG BANDUNG,25584.43
85797790714,6C2529538670,10/5/2025,Debit Card,10602400000000,JUNGLE JELLY LYCHEE 100ML,MAKANAN & MINUMAN OLAHAN,5500,1,5500,Offline,SOREANG BANDUNG,1535.33
87882752844,6C1605155436,3/9/2025,Debit Card,10607000000000,INDOFOOD BUBUK REMPAH LADA,MAKANAN & MINUMAN OLAHAN,900,3,2700,Gojek,TEBET,672.96
87882752844,6C1605155436,3/9/2025,Debit Card,10200500000000,BEBEK BEKU 0.8 SPECIAL PROMO,AYAM & TELUR,46500,2.39,111135,Gojek,TEBET,22705
81145289531,6C6967696633,4/18/2025,QRIS,10601800000000,JAYS KITCHEN BBQ SAUCE ORIGINAL 500GR,MAKANAN & MINUMAN OLAHAN,56500,3,169500,Offline,KEMANG,35400
85782368452,6C6613415250,2/8/2025,Debit Card,10300700000000,DF CABE BESAR TW MERAH 200GR,MAKANAN & MINUMAN OLAHAN,19400,2,38800,Offline,KRANJI,2800
81335442800,6C9508808537,9/6/2025,QRIS,10602600000000,REN ANGEL CHEESE STICK 450GR,MAKANAN & MINUMAN OLAHAN,87900,3,263700,WA,BOGOR,74700
81335442800,6C9508808537,9/6/2025,QRIS,10607000000000,SAJIKU BUMBU CAPCAY 20GR,BUMBU & KONDIMEN,2200,3,6600,WA,BOGOR,2134.14
81335442800,6C9508808537,9/6/2025,QRIS,10501200000000,CAMPINA FG SUMMER BARZ DRAGON BERRY 55M,MAKANAN & MINUMAN OLAHAN,4500,5,22500,WA,BOGOR,6285
82194247051,6C8393750779,4/27/2025,Voucher,10601700000000,KIKKOMAN GARLIC TERIYAKI SAUCE 300GR,MAKANAN & MINUMAN OLAHAN,25000,3,75000,Shopee,TEBET,27300
82194247051,6C8393750779,4/27/2025,Voucher,10300700000000,SWJ LABU SIEM BESAR 500GR,MAKANAN & MINUMAN OLAHAN,9600,1,9600,Shopee,TEBET,600
81332559405,6C1897532488,2/10/2025,Debit Card,10602600000000,DELFI TOP TRIPLE CHOC XL 38GR,MAKANAN & MINUMAN OLAHAN,5300,2,10600,Tokopedia,SOREANG BANDUNG,3708
81332559405,6C1897532488,2/10/2025,Debit Card,10300700000000,SWJ BUNCIS TW 250GR,MAKANAN & MINUMAN OLAHAN,12800,3,38400,Tokopedia,SOREANG BANDUNG,2400
81332559405,6C1897532488,2/10/2025,Debit Card,10601800000000,IRHAMNI CHILI FLAKES 35GR,MAKANAN & MINUMAN OLAHAN,11700,3,35100,Tokopedia,SOREANG BANDUNG,6804
87887475536,6C6149900599,11/10/2025,Cash,11506400000000,ULB GURAME BAKAR JIMBARAN,MAKANAN & MINUMAN OLAHAN,52440,4,209760,Tokopedia,KRANJI,34960
85780734767,6C1025853716,5/13/2025,QRIS,10300700000000,CABE KERITING MERAH TRADE 200GR,MAKANAN & MINUMAN OLAHAN,15000,4,60000,Offline,BOGOR,4000
85712678717,6C9803062861,1/14/2025,Voucher,10100100000000,BEEF TENGGOROKAN SAPI,DAGING,60000,0.77,46200,Gojek,SOREANG BANDUNG,14784.17
82113600984,6C1041967038,12/23/2025,QRIS,10601400000000,NESCAFE ALACAFE CARAMEL MACCHIATO 220ML,MAKANAN & MINUMAN OLAHAN,7200,1,7200,Shopee,TEBET,2038.58
81237269644,6C2779986527,2/9/2025,QRIS,10300700000000,DF TOMAT CHERRY 200GR,MAKANAN & MINUMAN OLAHAN,18900,5,94500,Offline,CIKAMPEK,4500
81120199853,6C9412206198,12/22/2025,Voucher,10601800000000,INDOFOOD BUMBU SOTO AYAM,AYAM & TELUR,6000,0.63,3780,Shopee,KEMANG,942.16
81120199853,6C9412206198,12/22/2025,Voucher,10707700000000,PISAU GAGANG HITAM,MAKANAN & MINUMAN OLAHAN,26600,5,133000,Shopee,KEMANG,38000
85790884289,6C5142278180,11/22/2025,Voucher,10200400000000,PDNESIA USUS 500GR,MAKANAN & MINUMAN OLAHAN,15700,2,31400,Tokopedia,KEMANG,10400
85790884289,6C5142278180,11/22/2025,Voucher,10601700000000,PRONAS BARBEQUE SAUCE 175GR,MAKANAN & MINUMAN OLAHAN,12900,3,38700,Tokopedia,KEMANG,11964.3
82190941667,6C3261223670,5/17/2025,Cash,10601700000000,CABEYA SAMBAL TABUR SWEET & SPICY 20GR,BUMBU & KONDIMEN,4900,5,24500,Tokopedia,BOGOR,5500
82190941667,6C3261223670,5/17/2025,Cash,10602600000000,MAMASUKA RUMPUT LAUT JAGUNG BAKAR 2X4.5GR,MAKANAN & MINUMAN OLAHAN,18800,2,37600,Tokopedia,BOGOR,16425.22
82144645288,6C2489537343,12/13/2025,QRIS,10501200000000,SEAFOOD LOVERS SIOMAY UDANG 250GR,IKAN & HASIL LAUT,24400,1.01,24644,Shopee,JATI RAWAMANGUN,7400.27
81338719416,6C3812285523,7/16/2025,Voucher,10601700000000,MY TASTE BLACK PEPPER SAUCE 100GR,MAKANAN & MINUMAN OLAHAN,8800,3,26400,Shopee,KRANJI,8400
